schid,schname,keyword,keynum,monthorweek,index
4,youngstown state university,youngstown state university,1,2014-04-27 - 2014-05-03,27
4,youngstown state university,youngstown state university,1,2014-05-04 - 2014-05-10,38
4,youngstown state university,youngstown state university,1,2014-05-11 - 2014-05-17,32
4,youngstown state university,youngstown state university,1,2014-05-18 - 2014-05-24,24
4,youngstown state university,youngstown state university,1,2014-05-25 - 2014-05-31,27
4,youngstown state university,youngstown state university,1,2014-06-01 - 2014-06-07,24
4,youngstown state university,youngstown state university,1,2014-06-08 - 2014-06-14,21
4,youngstown state university,youngstown state university,1,2014-06-15 - 2014-06-21,22
4,youngstown state university,youngstown state university,1,2014-06-22 - 2014-06-28,19
4,youngstown state university,youngstown state university,1,2014-06-29 - 2014-07-05,19
4,youngstown state university,youngstown state university,1,2014-07-06 - 2014-07-12,22
4,youngstown state university,youngstown state university,1,2014-07-13 - 2014-07-19,21
4,youngstown state university,youngstown state university,1,2014-07-20 - 2014-07-26,26
4,youngstown state university,youngstown state university,1,2014-07-27 - 2014-08-02,26
4,youngstown state university,youngstown state university,1,2014-08-03 - 2014-08-09,24
4,youngstown state university,youngstown state university,1,2014-08-10 - 2014-08-16,25
4,youngstown state university,youngstown state university,1,2014-08-17 - 2014-08-23,28
4,youngstown state university,youngstown state university,1,2014-08-24 - 2014-08-30,39
4,youngstown state university,youngstown state university,1,2014-08-31 - 2014-09-06,31
4,youngstown state university,youngstown state university,1,2014-09-07 - 2014-09-13,29
4,youngstown state university,youngstown state university,1,2014-09-14 - 2014-09-20,26
4,youngstown state university,youngstown state university,1,2014-09-21 - 2014-09-27,26
4,youngstown state university,youngstown state university,1,2014-09-28 - 2014-10-04,26
4,youngstown state university,youngstown state university,1,2014-10-05 - 2014-10-11,31
4,youngstown state university,youngstown state university,1,2014-10-12 - 2014-10-18,33
4,youngstown state university,youngstown state university,1,2014-10-19 - 2014-10-25,30
4,youngstown state university,youngstown state university,1,2014-10-26 - 2014-11-01,26
4,youngstown state university,youngstown state university,1,2014-11-02 - 2014-11-08,28
4,youngstown state university,youngstown state university,1,2014-11-09 - 2014-11-15,32
4,youngstown state university,youngstown state university,1,2014-11-16 - 2014-11-22,32
4,youngstown state university,youngstown state university,1,2014-11-23 - 2014-11-29,24
4,youngstown state university,youngstown state university,1,2014-11-30 - 2014-12-06,27
4,youngstown state university,youngstown state university,1,2014-12-07 - 2014-12-13,46
4,youngstown state university,youngstown state university,1,2014-12-14 - 2014-12-20,100
4,youngstown state university,youngstown state university,1,2014-12-21 - 2014-12-27,26
4,youngstown state university,youngstown state university,1,2014-12-28 - 2015-01-03,30
4,youngstown state university,youngstown state university,1,2015-01-04 - 2015-01-10,31
4,youngstown state university,youngstown state university,1,2015-01-11 - 2015-01-17,31
4,youngstown state university,youngstown state university,1,2015-01-18 - 2015-01-24,33
4,youngstown state university,youngstown state university,1,2015-01-25 - 2015-01-31,29
4,youngstown state university,youngstown state university,1,2015-02-01 - 2015-02-07,30
4,youngstown state university,youngstown state university,1,2015-02-08 - 2015-02-14,26
4,youngstown state university,youngstown state university,1,2015-02-15 - 2015-02-21,24
4,youngstown state university,youngstown state university,1,2015-02-22 - 2015-02-28,24
4,youngstown state university,youngstown state university,1,2015-03-01 - 2015-03-07,21
4,youngstown state university,youngstown state university,1,2015-03-08 - 2015-03-14,24
4,youngstown state university,youngstown state university,1,2015-03-15 - 2015-03-21,24
4,youngstown state university,youngstown state university,1,2015-03-22 - 2015-03-28,25
4,youngstown state university,youngstown state university,1,2015-03-29 - 2015-04-04,21
4,youngstown state university,youngstown state university,1,2015-04-05 - 2015-04-11,23
4,youngstown state university,youngstown state university,1,2015-04-12 - 2015-04-18,26
4,youngstown state university,youngstown state university,1,2015-04-19 - 2015-04-25,23
4,youngstown state university,youngstown state university,1,2015-04-26 - 2015-05-02,23
4,youngstown state university,youngstown state university,1,2015-05-03 - 2015-05-09,25
4,youngstown state university,youngstown state university,1,2015-05-10 - 2015-05-16,22
4,youngstown state university,youngstown state university,1,2015-05-17 - 2015-05-23,23
4,youngstown state university,youngstown state university,1,2015-05-24 - 2015-05-30,23
4,youngstown state university,youngstown state university,1,2015-05-31 - 2015-06-06,20
4,youngstown state university,youngstown state university,1,2015-06-07 - 2015-06-13,22
4,youngstown state university,youngstown state university,1,2015-06-14 - 2015-06-20,22
4,youngstown state university,youngstown state university,1,2015-06-21 - 2015-06-27,19
4,youngstown state university,youngstown state university,1,2015-06-28 - 2015-07-04,17
4,youngstown state university,youngstown state university,1,2015-07-05 - 2015-07-11,20
4,youngstown state university,youngstown state university,1,2015-07-12 - 2015-07-18,19
4,youngstown state university,youngstown state university,1,2015-07-19 - 2015-07-25,18
4,youngstown state university,youngstown state university,1,2015-07-26 - 2015-08-01,18
4,youngstown state university,youngstown state university,1,2015-08-02 - 2015-08-08,21
4,youngstown state university,youngstown state university,1,2015-08-09 - 2015-08-15,24
4,youngstown state university,youngstown state university,1,2015-08-16 - 2015-08-22,28
4,youngstown state university,youngstown state university,1,2015-08-23 - 2015-08-29,26
4,youngstown state university,youngstown state university,1,2015-08-30 - 2015-09-05,38
4,youngstown state university,youngstown state university,1,2015-09-06 - 2015-09-12,30
4,youngstown state university,youngstown state university,1,2015-09-13 - 2015-09-19,29
4,youngstown state university,youngstown state university,1,2015-09-20 - 2015-09-26,30
4,youngstown state university,youngstown state university,1,2015-09-27 - 2015-10-03,31
4,youngstown state university,youngstown state university,1,2015-10-04 - 2015-10-10,35
4,youngstown state university,youngstown state university,1,2015-10-11 - 2015-10-17,35
4,youngstown state university,youngstown state university,1,2015-10-18 - 2015-10-24,35
4,youngstown state university,youngstown state university,1,2015-10-25 - 2015-10-31,33
4,youngstown state university,youngstown state university,1,2015-11-01 - 2015-11-07,28
4,youngstown state university,youngstown state university,1,2015-11-08 - 2015-11-14,38
4,youngstown state university,youngstown state university,1,2015-11-15 - 2015-11-21,30
4,youngstown state university,youngstown state university,1,2015-11-22 - 2015-11-28,46
4,youngstown state university,youngstown state university,1,2015-11-29 - 2015-12-05,26
4,youngstown state university,youngstown state university,1,2015-12-06 - 2015-12-12,24
4,youngstown state university,youngstown state university,1,2015-12-13 - 2015-12-19,18
4,youngstown state university,youngstown state university,1,2015-12-20 - 2015-12-26,15
4,youngstown state university,youngstown state university,1,2015-12-27 - 2016-01-02,19
4,youngstown state university,youngstown state university,1,2016-01-03 - 2016-01-09,26
4,youngstown state university,youngstown state university,1,2016-01-10 - 2016-01-16,27
4,youngstown state university,youngstown state university,1,2016-01-17 - 2016-01-23,24
4,youngstown state university,youngstown state university,1,2016-01-24 - 2016-01-30,25
4,youngstown state university,youngstown state university,1,2016-01-31 - 2016-02-06,26
4,youngstown state university,youngstown state university,1,2016-02-07 - 2016-02-13,18
4,youngstown state university,youngstown state university,1,2016-02-14 - 2016-02-20,26
4,youngstown state university,youngstown state university,1,2016-02-21 - 2016-02-27,21
4,youngstown state university,youngstown state university,1,2016-02-28 - 2016-03-05,22
4,youngstown state university,youngstown state university,1,2016-03-06 - 2016-03-12,18
4,youngstown state university,youngstown state university,1,2016-03-13 - 2016-03-19,23
4,youngstown state university,youngstown state university,1,2016-03-20 - 2016-03-26,22
5,youngstown state university,ysu.edu,2,2013-03-31 - 2013-04-06,66
5,youngstown state university,ysu.edu,2,2013-04-07 - 2013-04-13,47
5,youngstown state university,ysu.edu,2,2013-04-14 - 2013-04-20,68
5,youngstown state university,ysu.edu,2,2013-04-21 - 2013-04-27,70
5,youngstown state university,ysu.edu,2,2013-04-28 - 2013-05-04,82
5,youngstown state university,ysu.edu,2,2013-05-05 - 2013-05-11,63
5,youngstown state university,ysu.edu,2,2013-05-12 - 2013-05-18,69
5,youngstown state university,ysu.edu,2,2013-05-19 - 2013-05-25,30
5,youngstown state university,ysu.edu,2,2013-05-26 - 2013-06-01,35
5,youngstown state university,ysu.edu,2,2013-06-02 - 2013-06-08,45
5,youngstown state university,ysu.edu,2,2013-06-09 - 2013-06-15,47
5,youngstown state university,ysu.edu,2,2013-06-16 - 2013-06-22,40
5,youngstown state university,ysu.edu,2,2013-06-23 - 2013-06-29,38
5,youngstown state university,ysu.edu,2,2013-06-30 - 2013-07-06,38
5,youngstown state university,ysu.edu,2,2013-07-07 - 2013-07-13,41
5,youngstown state university,ysu.edu,2,2013-07-14 - 2013-07-20,33
5,youngstown state university,ysu.edu,2,2013-07-21 - 2013-07-27,45
5,youngstown state university,ysu.edu,2,2013-07-28 - 2013-08-03,54
5,youngstown state university,ysu.edu,2,2013-08-04 - 2013-08-10,58
5,youngstown state university,ysu.edu,2,2013-08-11 - 2013-08-17,71
5,youngstown state university,ysu.edu,2,2013-08-18 - 2013-08-24,100
5,youngstown state university,ysu.edu,2,2013-08-25 - 2013-08-31,97
5,youngstown state university,ysu.edu,2,2013-09-01 - 2013-09-07,42
5,youngstown state university,ysu.edu,2,2013-09-08 - 2013-09-14,86
5,youngstown state university,ysu.edu,2,2013-09-15 - 2013-09-21,55
5,youngstown state university,ysu.edu,2,2013-09-22 - 2013-09-28,52
5,youngstown state university,ysu.edu,2,2013-09-29 - 2013-10-05,59
5,youngstown state university,ysu.edu,2,2013-10-06 - 2013-10-12,68
5,youngstown state university,ysu.edu,2,2013-10-13 - 2013-10-19,63
5,youngstown state university,ysu.edu,2,2013-10-20 - 2013-10-26,54
5,youngstown state university,ysu.edu,2,2013-10-27 - 2013-11-02,46
5,youngstown state university,ysu.edu,2,2013-11-03 - 2013-11-09,63
5,youngstown state university,ysu.edu,2,2013-11-10 - 2013-11-16,58
5,youngstown state university,ysu.edu,2,2013-11-17 - 2013-11-23,46
5,youngstown state university,ysu.edu,2,2013-11-24 - 2013-11-30,41
5,youngstown state university,ysu.edu,2,2013-12-01 - 2013-12-07,90
5,youngstown state university,ysu.edu,2,2013-12-08 - 2013-12-14,57
5,youngstown state university,ysu.edu,2,2013-12-15 - 2013-12-21,50
5,youngstown state university,ysu.edu,2,2013-12-22 - 2013-12-28,25
5,youngstown state university,ysu.edu,2,2013-12-29 - 2014-01-04,21
5,youngstown state university,ysu.edu,2,2014-01-05 - 2014-01-11,38
5,youngstown state university,ysu.edu,2,2014-01-12 - 2014-01-18,53
5,youngstown state university,ysu.edu,2,2014-01-19 - 2014-01-25,41
5,youngstown state university,ysu.edu,2,2014-01-26 - 2014-02-01,52
5,youngstown state university,ysu.edu,2,2014-02-02 - 2014-02-08,47
5,youngstown state university,ysu.edu,2,2014-02-09 - 2014-02-15,61
5,youngstown state university,ysu.edu,2,2014-02-16 - 2014-02-22,39
5,youngstown state university,ysu.edu,2,2014-02-23 - 2014-03-01,40
5,youngstown state university,ysu.edu,2,2014-03-02 - 2014-03-08,64
5,youngstown state university,ysu.edu,2,2014-03-09 - 2014-03-15,31
5,youngstown state university,ysu.edu,2,2014-03-16 - 2014-03-22,55
5,youngstown state university,ysu.edu,2,2014-03-23 - 2014-03-29,46
5,youngstown state university,ysu.edu,2,2014-03-30 - 2014-04-05,51
5,youngstown state university,ysu.edu,2,2014-04-06 - 2014-04-12,51
5,youngstown state university,ysu.edu,2,2014-04-13 - 2014-04-19,50
5,youngstown state university,ysu.edu,2,2014-04-20 - 2014-04-26,45
5,youngstown state university,ysu.edu,2,2014-04-27 - 2014-05-03,65
5,youngstown state university,ysu.edu,2,2014-05-04 - 2014-05-10,53
5,youngstown state university,ysu.edu,2,2014-05-11 - 2014-05-17,53
5,youngstown state university,ysu.edu,2,2014-05-18 - 2014-05-24,38
5,youngstown state university,ysu.edu,2,2014-05-25 - 2014-05-31,37
5,youngstown state university,ysu.edu,2,2014-06-01 - 2014-06-07,30
5,youngstown state university,ysu.edu,2,2014-06-08 - 2014-06-14,38
5,youngstown state university,ysu.edu,2,2014-06-15 - 2014-06-21,27
5,youngstown state university,ysu.edu,2,2014-06-22 - 2014-06-28,35
5,youngstown state university,ysu.edu,2,2014-06-29 - 2014-07-05,41
5,youngstown state university,ysu.edu,2,2014-07-06 - 2014-07-12,20
5,youngstown state university,ysu.edu,2,2014-07-13 - 2014-07-19,32
5,youngstown state university,ysu.edu,2,2014-07-20 - 2014-07-26,26
5,youngstown state university,ysu.edu,2,2014-07-27 - 2014-08-02,36
5,youngstown state university,ysu.edu,2,2014-08-03 - 2014-08-09,43
5,youngstown state university,ysu.edu,2,2014-08-10 - 2014-08-16,51
5,youngstown state university,ysu.edu,2,2014-08-17 - 2014-08-23,47
5,youngstown state university,ysu.edu,2,2014-08-24 - 2014-08-30,51
5,youngstown state university,ysu.edu,2,2014-08-31 - 2014-09-06,48
5,youngstown state university,ysu.edu,2,2014-09-07 - 2014-09-13,61
5,youngstown state university,ysu.edu,2,2014-09-14 - 2014-09-20,49
5,youngstown state university,ysu.edu,2,2014-09-21 - 2014-09-27,49
5,youngstown state university,ysu.edu,2,2014-09-28 - 2014-10-04,54
5,youngstown state university,ysu.edu,2,2014-10-05 - 2014-10-11,39
5,youngstown state university,ysu.edu,2,2014-10-12 - 2014-10-18,51
5,youngstown state university,ysu.edu,2,2014-10-19 - 2014-10-25,46
5,youngstown state university,ysu.edu,2,2014-10-26 - 2014-11-01,37
5,youngstown state university,ysu.edu,2,2014-11-02 - 2014-11-08,33
5,youngstown state university,ysu.edu,2,2014-11-09 - 2014-11-15,41
5,youngstown state university,ysu.edu,2,2014-11-16 - 2014-11-22,37
5,youngstown state university,ysu.edu,2,2014-11-23 - 2014-11-29,32
5,youngstown state university,ysu.edu,2,2014-11-30 - 2014-12-06,46
5,youngstown state university,ysu.edu,2,2014-12-07 - 2014-12-13,40
5,youngstown state university,ysu.edu,2,2014-12-14 - 2014-12-20,37
5,youngstown state university,ysu.edu,2,2014-12-21 - 2014-12-27,29
5,youngstown state university,ysu.edu,2,2014-12-28 - 2015-01-03,27
5,youngstown state university,ysu.edu,2,2015-01-04 - 2015-01-10,41
5,youngstown state university,ysu.edu,2,2015-01-11 - 2015-01-17,68
5,youngstown state university,ysu.edu,2,2015-01-18 - 2015-01-24,42
5,youngstown state university,ysu.edu,2,2015-01-25 - 2015-01-31,58
5,youngstown state university,ysu.edu,2,2015-02-01 - 2015-02-07,48
5,youngstown state university,ysu.edu,2,2015-02-08 - 2015-02-14,43
5,youngstown state university,ysu.edu,2,2015-02-15 - 2015-02-21,53
5,youngstown state university,ysu.edu,2,2015-02-22 - 2015-02-28,32
5,youngstown state university,ysu.edu,2,2015-03-01 - 2015-03-07,42
5,youngstown state university,ysu.edu,2,2015-03-08 - 2015-03-14,29
5,youngstown state university,ysu.edu,2,2015-03-15 - 2015-03-21,40
5,youngstown state university,ysu.edu,2,2015-03-22 - 2015-03-28,47
5,youngstown state university,ysu.edu,2,2015-03-29 - 2015-04-04,21
5,youngstown state university,ysu.edu,2,2015-04-05 - 2015-04-11,47
5,youngstown state university,ysu.edu,2,2015-04-12 - 2015-04-18,50
5,youngstown state university,ysu.edu,2,2015-04-19 - 2015-04-25,37
5,youngstown state university,ysu.edu,2,2015-04-26 - 2015-05-02,37
5,youngstown state university,ysu.edu,2,2015-05-03 - 2015-05-09,32
5,youngstown state university,ysu.edu,2,2015-05-10 - 2015-05-16,27
5,youngstown state university,ysu.edu,2,2015-05-17 - 2015-05-23,31
5,youngstown state university,ysu.edu,2,2015-05-24 - 2015-05-30,18
5,youngstown state university,ysu.edu,2,2015-05-31 - 2015-06-06,28
5,youngstown state university,ysu.edu,2,2015-06-07 - 2015-06-13,38
5,youngstown state university,ysu.edu,2,2015-06-14 - 2015-06-20,26
5,youngstown state university,ysu.edu,2,2015-06-21 - 2015-06-27,22
5,youngstown state university,ysu.edu,2,2015-06-28 - 2015-07-04,39
5,youngstown state university,ysu.edu,2,2015-07-05 - 2015-07-11,30
5,youngstown state university,ysu.edu,2,2015-07-12 - 2015-07-18,18
5,youngstown state university,ysu.edu,2,2015-07-19 - 2015-07-25,16
5,youngstown state university,ysu.edu,2,2015-07-26 - 2015-08-01,28
5,youngstown state university,ysu.edu,2,2015-08-02 - 2015-08-08,38
5,youngstown state university,ysu.edu,2,2015-08-09 - 2015-08-15,24
5,youngstown state university,ysu.edu,2,2015-08-16 - 2015-08-22,61
5,youngstown state university,ysu.edu,2,2015-08-23 - 2015-08-29,46
5,youngstown state university,ysu.edu,2,2015-08-30 - 2015-09-05,40
5,youngstown state university,ysu.edu,2,2015-09-06 - 2015-09-12,39
5,youngstown state university,ysu.edu,2,2015-09-13 - 2015-09-19,39
5,youngstown state university,ysu.edu,2,2015-09-20 - 2015-09-26,32
5,youngstown state university,ysu.edu,2,2015-09-27 - 2015-10-03,47
5,youngstown state university,ysu.edu,2,2015-10-04 - 2015-10-10,18
5,youngstown state university,ysu.edu,2,2015-10-11 - 2015-10-17,28
5,youngstown state university,ysu.edu,2,2015-10-18 - 2015-10-24,43
5,youngstown state university,ysu.edu,2,2015-10-25 - 2015-10-31,20
5,youngstown state university,ysu.edu,2,2015-11-01 - 2015-11-07,25
5,youngstown state university,ysu.edu,2,2015-11-08 - 2015-11-14,38
5,youngstown state university,ysu.edu,2,2015-11-15 - 2015-11-21,27
5,youngstown state university,ysu.edu,2,2015-11-22 - 2015-11-28,31
5,youngstown state university,ysu.edu,2,2015-11-29 - 2015-12-05,45
5,youngstown state university,ysu.edu,2,2015-12-06 - 2015-12-12,31
5,youngstown state university,ysu.edu,2,2015-12-13 - 2015-12-19,16
5,youngstown state university,ysu.edu,2,2015-12-20 - 2015-12-26,16
5,youngstown state university,ysu.edu,2,2015-12-27 - 2016-01-02,24
5,youngstown state university,ysu.edu,2,2016-01-03 - 2016-01-09,31
5,youngstown state university,ysu.edu,2,2016-01-10 - 2016-01-16,52
5,youngstown state university,ysu.edu,2,2016-01-17 - 2016-01-23,30
5,youngstown state university,ysu.edu,2,2016-01-24 - 2016-01-30,36
5,youngstown state university,ysu.edu,2,2016-01-31 - 2016-02-06,28
5,youngstown state university,ysu.edu,2,2016-02-07 - 2016-02-13,33
5,youngstown state university,ysu.edu,2,2016-02-14 - 2016-02-20,27
5,youngstown state university,ysu.edu,2,2016-02-21 - 2016-02-27,28
5,youngstown state university,ysu.edu,2,2016-02-28 - 2016-03-05,31
5,youngstown state university,ysu.edu,2,2016-03-06 - 2016-03-12,17
5,youngstown state university,ysu.edu,2,2016-03-13 - 2016-03-19,15
5,youngstown state university,ysu.edu,2,2016-03-20 - 2016-03-26,28
7,youngstown state university,youngstown state,4,2013-03-31 - 2013-04-06,15
7,youngstown state university,youngstown state,4,2013-04-07 - 2013-04-13,16
7,youngstown state university,youngstown state,4,2013-04-14 - 2013-04-20,13
7,youngstown state university,youngstown state,4,2013-04-21 - 2013-04-27,15
7,youngstown state university,youngstown state,4,2013-04-28 - 2013-05-04,14
7,youngstown state university,youngstown state,4,2013-05-05 - 2013-05-11,15
7,youngstown state university,youngstown state,4,2013-05-12 - 2013-05-18,14
7,youngstown state university,youngstown state,4,2013-05-19 - 2013-05-25,13
7,youngstown state university,youngstown state,4,2013-05-26 - 2013-06-01,12
7,youngstown state university,youngstown state,4,2013-06-02 - 2013-06-08,13
7,youngstown state university,youngstown state,4,2013-06-09 - 2013-06-15,14
7,youngstown state university,youngstown state,4,2013-06-16 - 2013-06-22,13
7,youngstown state university,youngstown state,4,2013-06-23 - 2013-06-29,13
7,youngstown state university,youngstown state,4,2013-06-30 - 2013-07-06,14
7,youngstown state university,youngstown state,4,2013-07-07 - 2013-07-13,14
7,youngstown state university,youngstown state,4,2013-07-14 - 2013-07-20,12
7,youngstown state university,youngstown state,4,2013-07-21 - 2013-07-27,14
7,youngstown state university,youngstown state,4,2013-07-28 - 2013-08-03,14
7,youngstown state university,youngstown state,4,2013-08-04 - 2013-08-10,15
7,youngstown state university,youngstown state,4,2013-08-11 - 2013-08-17,18
7,youngstown state university,youngstown state,4,2013-08-18 - 2013-08-24,19
7,youngstown state university,youngstown state,4,2013-08-25 - 2013-08-31,23
7,youngstown state university,youngstown state,4,2013-09-01 - 2013-09-07,20
7,youngstown state university,youngstown state,4,2013-09-08 - 2013-09-14,53
7,youngstown state university,youngstown state,4,2013-09-15 - 2013-09-21,27
7,youngstown state university,youngstown state,4,2013-09-22 - 2013-09-28,18
7,youngstown state university,youngstown state,4,2013-09-29 - 2013-10-05,19
7,youngstown state university,youngstown state,4,2013-10-06 - 2013-10-12,19
7,youngstown state university,youngstown state,4,2013-10-13 - 2013-10-19,20
7,youngstown state university,youngstown state,4,2013-10-20 - 2013-10-26,21
7,youngstown state university,youngstown state,4,2013-10-27 - 2013-11-02,21
7,youngstown state university,youngstown state,4,2013-11-03 - 2013-11-09,23
7,youngstown state university,youngstown state,4,2013-11-10 - 2013-11-16,37
7,youngstown state university,youngstown state,4,2013-11-17 - 2013-11-23,27
7,youngstown state university,youngstown state,4,2013-11-24 - 2013-11-30,18
7,youngstown state university,youngstown state,4,2013-12-01 - 2013-12-07,18
7,youngstown state university,youngstown state,4,2013-12-08 - 2013-12-14,18
7,youngstown state university,youngstown state,4,2013-12-15 - 2013-12-21,31
7,youngstown state university,youngstown state,4,2013-12-22 - 2013-12-28,10
7,youngstown state university,youngstown state,4,2013-12-29 - 2014-01-04,16
7,youngstown state university,youngstown state,4,2014-01-05 - 2014-01-11,20
7,youngstown state university,youngstown state,4,2014-01-12 - 2014-01-18,19
7,youngstown state university,youngstown state,4,2014-01-19 - 2014-01-25,18
7,youngstown state university,youngstown state,4,2014-01-26 - 2014-02-01,19
7,youngstown state university,youngstown state,4,2014-02-02 - 2014-02-08,19
7,youngstown state university,youngstown state,4,2014-02-09 - 2014-02-15,16
7,youngstown state university,youngstown state,4,2014-02-16 - 2014-02-22,18
7,youngstown state university,youngstown state,4,2014-02-23 - 2014-03-01,18
7,youngstown state university,youngstown state,4,2014-03-02 - 2014-03-08,19
7,youngstown state university,youngstown state,4,2014-03-09 - 2014-03-15,17
7,youngstown state university,youngstown state,4,2014-03-16 - 2014-03-22,15
7,youngstown state university,youngstown state,4,2014-03-23 - 2014-03-29,15
7,youngstown state university,youngstown state,4,2014-03-30 - 2014-04-05,15
7,youngstown state university,youngstown state,4,2014-04-06 - 2014-04-12,12
7,youngstown state university,youngstown state,4,2014-04-13 - 2014-04-19,14
7,youngstown state university,youngstown state,4,2014-04-20 - 2014-04-26,15
7,youngstown state university,youngstown state,4,2014-04-27 - 2014-05-03,14
7,youngstown state university,youngstown state,4,2014-05-04 - 2014-05-10,25
7,youngstown state university,youngstown state,4,2014-05-11 - 2014-05-17,18
7,youngstown state university,youngstown state,4,2014-05-18 - 2014-05-24,15
7,youngstown state university,youngstown state,4,2014-05-25 - 2014-05-31,18
7,youngstown state university,youngstown state,4,2014-06-01 - 2014-06-07,14
7,youngstown state university,youngstown state,4,2014-06-08 - 2014-06-14,11
7,youngstown state university,youngstown state,4,2014-06-15 - 2014-06-21,12
7,youngstown state university,youngstown state,4,2014-06-22 - 2014-06-28,12
7,youngstown state university,youngstown state,4,2014-06-29 - 2014-07-05,12
7,youngstown state university,youngstown state,4,2014-07-06 - 2014-07-12,13
7,youngstown state university,youngstown state,4,2014-07-13 - 2014-07-19,13
7,youngstown state university,youngstown state,4,2014-07-20 - 2014-07-26,16
7,youngstown state university,youngstown state,4,2014-07-27 - 2014-08-02,15
7,youngstown state university,youngstown state,4,2014-08-03 - 2014-08-09,15
7,youngstown state university,youngstown state,4,2014-08-10 - 2014-08-16,15
7,youngstown state university,youngstown state,4,2014-08-17 - 2014-08-23,17
7,youngstown state university,youngstown state,4,2014-08-24 - 2014-08-30,31
7,youngstown state university,youngstown state,4,2014-08-31 - 2014-09-06,24
7,youngstown state university,youngstown state,4,2014-09-07 - 2014-09-13,22
7,youngstown state university,youngstown state,4,2014-09-14 - 2014-09-20,20
7,youngstown state university,youngstown state,4,2014-09-21 - 2014-09-27,17
7,youngstown state university,youngstown state,4,2014-09-28 - 2014-10-04,20
7,youngstown state university,youngstown state,4,2014-10-05 - 2014-10-11,17
7,youngstown state university,youngstown state,4,2014-10-12 - 2014-10-18,21
7,youngstown state university,youngstown state,4,2014-10-19 - 2014-10-25,22
7,youngstown state university,youngstown state,4,2014-10-26 - 2014-11-01,20
7,youngstown state university,youngstown state,4,2014-11-02 - 2014-11-08,20
7,youngstown state university,youngstown state,4,2014-11-09 - 2014-11-15,20
7,youngstown state university,youngstown state,4,2014-11-16 - 2014-11-22,27
7,youngstown state university,youngstown state,4,2014-11-23 - 2014-11-29,22
7,youngstown state university,youngstown state,4,2014-11-30 - 2014-12-06,19
7,youngstown state university,youngstown state,4,2014-12-07 - 2014-12-13,40
7,youngstown state university,youngstown state,4,2014-12-14 - 2014-12-20,100
7,youngstown state university,youngstown state,4,2014-12-21 - 2014-12-27,20
7,youngstown state university,youngstown state,4,2014-12-28 - 2015-01-03,29
7,youngstown state university,youngstown state,4,2015-01-04 - 2015-01-10,25
7,youngstown state university,youngstown state,4,2015-01-11 - 2015-01-17,26
7,youngstown state university,youngstown state,4,2015-01-18 - 2015-01-24,27
7,youngstown state university,youngstown state,4,2015-01-25 - 2015-01-31,19
7,youngstown state university,youngstown state,4,2015-02-01 - 2015-02-07,24
7,youngstown state university,youngstown state,4,2015-02-08 - 2015-02-14,18
7,youngstown state university,youngstown state,4,2015-02-15 - 2015-02-21,17
7,youngstown state university,youngstown state,4,2015-02-22 - 2015-02-28,18
7,youngstown state university,youngstown state,4,2015-03-01 - 2015-03-07,17
7,youngstown state university,youngstown state,4,2015-03-08 - 2015-03-14,18
7,youngstown state university,youngstown state,4,2015-03-15 - 2015-03-21,17
7,youngstown state university,youngstown state,4,2015-03-22 - 2015-03-28,16
7,youngstown state university,youngstown state,4,2015-03-29 - 2015-04-04,15
7,youngstown state university,youngstown state,4,2015-04-05 - 2015-04-11,13
7,youngstown state university,youngstown state,4,2015-04-12 - 2015-04-18,17
7,youngstown state university,youngstown state,4,2015-04-19 - 2015-04-25,16
7,youngstown state university,youngstown state,4,2015-04-26 - 2015-05-02,14
7,youngstown state university,youngstown state,4,2015-05-03 - 2015-05-09,16
7,youngstown state university,youngstown state,4,2015-05-10 - 2015-05-16,15
7,youngstown state university,youngstown state,4,2015-05-17 - 2015-05-23,13
7,youngstown state university,youngstown state,4,2015-05-24 - 2015-05-30,13
7,youngstown state university,youngstown state,4,2015-05-31 - 2015-06-06,14
7,youngstown state university,youngstown state,4,2015-06-07 - 2015-06-13,13
7,youngstown state university,youngstown state,4,2015-06-14 - 2015-06-20,15
7,youngstown state university,youngstown state,4,2015-06-21 - 2015-06-27,12
7,youngstown state university,youngstown state,4,2015-06-28 - 2015-07-04,12
7,youngstown state university,youngstown state,4,2015-07-05 - 2015-07-11,14
7,youngstown state university,youngstown state,4,2015-07-12 - 2015-07-18,14
7,youngstown state university,youngstown state,4,2015-07-19 - 2015-07-25,13
7,youngstown state university,youngstown state,4,2015-07-26 - 2015-08-01,16
7,youngstown state university,youngstown state,4,2015-08-02 - 2015-08-08,17
7,youngstown state university,youngstown state,4,2015-08-09 - 2015-08-15,18
7,youngstown state university,youngstown state,4,2015-08-16 - 2015-08-22,17
7,youngstown state university,youngstown state,4,2015-08-23 - 2015-08-29,20
7,youngstown state university,youngstown state,4,2015-08-30 - 2015-09-05,59
7,youngstown state university,youngstown state,4,2015-09-06 - 2015-09-12,49
7,youngstown state university,youngstown state,4,2015-09-13 - 2015-09-19,45
7,youngstown state university,youngstown state,4,2015-09-20 - 2015-09-26,33
7,youngstown state university,youngstown state,4,2015-09-27 - 2015-10-03,34
7,youngstown state university,youngstown state,4,2015-10-04 - 2015-10-10,41
7,youngstown state university,youngstown state,4,2015-10-11 - 2015-10-17,38
7,youngstown state university,youngstown state,4,2015-10-18 - 2015-10-24,37
7,youngstown state university,youngstown state,4,2015-10-25 - 2015-10-31,34
7,youngstown state university,youngstown state,4,2015-11-01 - 2015-11-07,30
